10000
33,5,2
9,4,2
42,2,2
11,3,4
34,6,4
12,9,3
18,8,3
34,5,1
10,3,3
50,10,1
18,6,2
10,4,3
30,9,1
48,5,3
16,1,4
33,9,2
11,8,1
13,2,1
8,4,2
17,7,3
48,2,3
9,1,1
17,8,2
10,6,1
7,8,1
15,10,4
30,8,1
29,7,2
27,4,2
22,5,4
14,1,2
46,5,4
31,9,4
8,2,3
29,3,4
17,9,2
45,9,1
29,6,4
39,8,3
41,9,3
29,5,2
6,6,2
6,5,1
35,9,3
42,4,2
11,4,2
22,9,1
19,10,4
27,3,2
20,10,3
49,6,1
50,6,2
41,4,4
39,5,2
36,1,1
8,4,2
6,9,4
5,6,2
13,6,2
25,1,1
14,10,2
12,9,3
9,6,4
42,2,3
24,6,2
15,7,4
46,6,2
50,9,3
19,10,2
29,5,3
13,3,1
49,10,4
41,1,2
43,6,2
45,10,1
36,3,3
9,4,3
25,3,1
50,6,4
5,5,2
20,2,3
21,2,1
8,7,4
31,3,4
36,7,3
39,7,1
35,10,2
15,8,1
7,5,1
25,5,1
9,6,2
29,3,1
40,2,3
43,10,4
50,1,4
46,3,4
15,1,1
26,4,2
31,9,3
47,5,3
20,2,1
30,10,4
14,1,3
5,7,1
23,10,4
17,2,1
18,3,3
10,8,1
24,7,4
36,5,1
46,9,4
16,6,4
28,3,4
7,5,4
34,5,2
22,10,1
14,2,1
47,6,4
42,4,1
29,9,4
39,8,2
35,5,1
30,1,2
12,8,2
15,4,2
13,1,4
10,7,2
45,3,3
25,2,1
29,9,4
40,6,3
38,8,1
49,10,4
12,7,2
14,10,1
11,10,1
23,9,3
31,5,4
46,8,4
7,3,3
30,3,4
7,7,3
49,4,1
35,5,3
6,6,3
24,5,4
49,2,2
13,5,4
25,5,4
43,2,2
33,4,4
36,9,3
8,9,2
9,5,4
13,9,1
16,4,2
8,4,1
34,1,3
50,4,3
28,8,4
45,2,1
20,6,4
43,8,2
35,10,3
27,3,3
49,2,3
6,7,1
15,10,2
19,4,2
22,7,1
48,1,4
13,3,1
19,5,3
50,5,4
29,6,4
21,4,4
24,9,4
42,2,1
37,6,3
24,2,4
9,6,3
45,6,3
21,5,2
14,9,2
8,10,4
47,6,2
6,8,3
21,7,4
29,1,2
26,4,4
47,6,3
15,9,2
23,2,4
13,5,2
48,6,1
19,6,2
24,7,3
28,5,3
34,2,4
8,10,1
35,4,1
48,7,3
31,1,2
13,4,3
31,10,4
14,6,2
10,8,3
45,3,3
45,1,1
33,5,2
15,10,2
36,2,2
44,7,4
30,7,4
29,1,1
39,4,3
5,6,2
6,1,2
19,6,3
13,2,4
37,10,3
15,2,1
24,5,4
38,10,3
32,3,3
36,6,2
15,7,1
19,4,2
18,1,2
12,6,1
29,5,1
43,1,1
46,1,1
49,2,4
33,7,1
40,5,4
49,3,2
49,1,3
31,2,3
44,10,2
31,2,1
23,2,1
36,4,2
21,9,2
27,7,3
15,1,4
18,8,3
20,1,1
47,2,1
41,8,2
10,9,1
11,5,2
34,5,3
34,1,1
16,1,3
28,6,4
12,2,1
5,3,2
26,6,4
44,5,1
28,6,2
12,7,4
34,5,4
49,8,4
46,3,1
13,1,2
11,7,4
41,8,2
44,7,3
44,1,2
35,8,1
31,8,1
9,5,3
5,9,2
47,6,1
32,4,4
27,7,2
40,10,1
5,3,4
36,3,1
36,6,2
26,5,1
37,4,4
30,4,1
34,8,4
10,8,4
25,2,4
46,1,1
30,7,1
40,9,1
10,10,3
37,9,2
46,8,3
28,1,2
34,6,4
50,6,4
12,2,2
5,6,3
45,5,3
49,2,1
15,8,2
50,7,1
21,10,2
17,2,4
18,8,2
50,6,1
31,1,1
33,8,2
36,1,1
40,7,4
37,3,2
13,2,4
47,10,3
37,7,4
43,4,3
30,6,3
33,3,2
31,10,3
49,9,3
50,9,2
17,4,3
48,6,2
50,3,3
50,2,3
40,8,4
48,9,3
32,1,1
6,7,2
8,1,2
22,3,3
48,5,2
8,5,2
39,1,3
33,2,2
46,9,4
20,9,3
49,1,4
29,7,3
40,1,1
21,4,4
19,6,2
17,5,4
16,2,2
16,9,1
29,1,4
22,9,3
13,3,3
5,6,4
50,3,1
14,6,1
45,10,3
36,10,3
9,6,2
16,9,1
37,3,4
39,9,4
10,6,2
18,6,3
28,5,2
44,9,4
40,1,1
47,6,4
20,10,2
7,6,4
12,7,3
39,5,1
38,6,4
36,1,3
46,4,3
37,2,1
15,9,1
45,2,2
47,4,4
11,4,4
46,2,2
6,8,3
7,2,1
8,3,3
40,2,2
21,7,4
33,7,4
25,1,4
48,2,1
46,10,1
42,1,1
27,9,1
23,5,1
23,8,4
30,1,4
15,9,2
13,7,3
45,3,3
48,6,1
40,9,2
12,1,1
41,10,4
39,9,1
24,4,3
18,7,2
15,3,2
44,5,2
12,3,1
40,8,1
23,2,3
11,4,4
26,6,2
47,4,1
23,10,1
17,6,4
33,6,3
49,10,2
41,10,3
25,7,2
5,6,2
19,7,3
28,3,3
35,8,4
27,5,4
40,2,2
46,10,1
22,3,2
21,2,1
6,9,1
42,10,4
42,4,1
40,5,4
46,3,3
30,4,3
13,8,1
30,6,1
47,4,2
37,3,4
15,3,2
35,6,1
19,8,2
9,5,3
19,1,2
38,6,4
35,8,1
7,6,1
50,9,3
21,10,2
29,7,3
42,2,3
29,4,4
27,6,4
35,10,1
37,3,4
15,4,1
37,5,2
14,3,2
28,10,1
47,4,4
26,2,4
48,8,4
18,10,2
46,7,1
20,1,2
41,10,2
13,9,1
41,3,1
15,5,2
38,7,1
47,5,1
18,8,4
35,3,2
31,10,2
42,3,3
15,6,4
43,10,1
19,7,4
13,2,1
17,9,4
14,10,1
16,8,1
39,9,1
10,8,2
43,9,1
48,7,4
28,1,4
19,8,4
27,10,1
32,3,3
35,4,1
23,10,4
21,4,1
50,1,1
38,1,4
46,4,3
31,6,1
14,7,3
21,9,4
41,6,3
48,7,2
31,9,4
16,6,4
21,5,3
50,7,2
47,2,2
33,3,1
18,9,4
26,9,1
15,7,1
10,3,4
43,7,1
9,5,2
28,2,1
29,7,3
50,10,1
16,8,4
5,4,3
17,1,2
44,3,1
28,4,1
15,2,3
30,6,4
30,10,2
38,1,1
10,9,3
40,10,3
27,5,2
43,4,4
30,10,1
21,3,4
37,2,1
37,5,3
12,9,3
39,10,3
49,8,4
41,8,2
26,8,4
42,1,4
12,5,1
29,4,2
25,7,3
38,9,1
49,5,2
23,2,4
48,6,1
40,3,4
25,6,2
41,5,2
48,4,4
17,4,2
21,4,2
17,4,3
14,2,1
10,8,1
39,1,4
28,10,3
36,10,3
36,3,3
30,4,2
8,9,4
35,9,1
37,6,4
48,3,4
12,9,4
25,1,1
48,4,4
42,2,3
28,10,3
16,9,3
20,5,4
44,6,3
16,8,4
18,7,3
28,7,3
33,3,2
41,4,1
22,4,4
29,4,2
14,8,1
16,7,4
13,9,3
36,5,3
40,10,1
30,2,2
8,4,3
35,2,4
26,5,3
28,9,3
27,1,4
12,6,2
41,10,2
23,6,3
48,9,4
33,2,4
44,5,4
45,3,2
45,6,4
45,10,4
9,2,2
26,4,3
25,5,3
43,7,3
33,6,4
31,3,2
6,3,2
47,5,1
18,3,4
11,2,1
35,9,1
6,7,1
11,5,2
10,7,3
19,4,3
33,3,2
38,3,1
7,6,3
35,8,3
40,8,2
49,9,2
42,10,4
45,10,4
38,9,3
27,8,2
10,8,3
28,7,3
14,5,1
5,9,2
27,5,4
39,1,4
35,5,1
32,5,2
5,9,3
17,7,4
30,4,2
50,7,4
19,5,1
32,4,3
23,9,3
31,4,1
16,3,3
12,8,4
22,10,4
17,6,1
14,1,1
16,2,3
22,3,4
5,4,1
14,1,4
18,6,4
24,8,3
34,1,3
10,3,1
22,7,1
39,8,2
17,5,4
5,2,2
29,8,2
7,4,4
11,9,2
35,7,3
25,3,1
40,9,1
21,8,3
17,6,1
47,4,1
20,7,3
5,3,3
42,2,4
20,1,1
42,8,2
28,2,2
15,8,1
48,10,3
45,1,1
27,3,1
13,8,2
25,9,3
33,4,1
49,7,3
13,5,1
36,8,3
39,8,2
41,3,3
25,8,3
43,9,2
9,9,2
33,5,3
39,6,4
5,9,4
16,1,3
44,4,3
9,9,4
17,9,4
40,3,3
25,7,3
12,2,1
7,3,2
7,4,1
36,4,1
7,10,4
47,8,3
8,6,2
43,2,1
18,8,1
34,1,3
40,7,3
50,1,3
38,1,1
24,2,2
38,2,1
19,9,4
17,4,2
41,3,4
11,10,3
48,8,4
11,3,2
40,7,3
47,3,4
27,6,3
28,7,4
25,10,2
41,9,2
29,9,3
28,8,4
30,1,1
23,10,1
38,3,3
5,5,2
18,6,1
49,5,2
11,1,4
27,3,2
21,6,2
19,5,3
10,10,4
41,4,1
25,8,2
36,10,1
43,5,1
41,7,1
8,6,3
32,7,1
19,10,1
45,7,1
24,9,1
25,9,2
25,9,2
14,1,4
33,10,1
19,7,3
30,3,2
26,2,4
41,1,4
21,2,4
37,7,2
13,8,2
36,7,2
40,10,2
20,2,3
32,6,1
12,7,4
28,6,2
25,6,1
24,3,3
44,8,2
33,1,2
17,6,2
10,2,1
20,10,2
23,1,3
49,2,3
33,8,1
26,4,2
18,9,3
