1000
47,9,3
47,2,2
21,2,1
40,3,3
23,10,2
50,6,2
48,5,4
21,1,1
45,7,3
7,1,3
13,5,2
33,9,4
40,1,1
9,3,1
28,10,2
32,3,1
24,6,1
27,4,2
47,2,3
40,7,2
20,3,2
31,1,2
26,7,2
22,3,1
29,1,4
19,4,4
27,5,2
19,1,2
30,6,3
9,5,3
46,9,4
48,9,3
6,2,3
16,10,3
7,2,4
27,6,4
43,9,1
29,10,2
21,1,4
5,9,2
28,7,1
47,6,3
47,2,3
37,5,4
25,7,3
40,3,2
31,7,2
44,10,3
30,9,1
24,5,2
32,10,3
34,8,4
48,4,4
15,2,3
37,10,3
10,4,3
19,4,2
6,1,2
35,10,1
34,7,2
50,7,4
30,4,2
46,1,1
32,4,2
49,9,4
8,9,2
12,8,2
34,9,3
33,10,4
40,8,2
35,8,3
20,5,4
45,4,3
33,2,3
20,5,3
25,9,1
13,3,2
29,3,2
9,7,4
26,9,4
31,1,2
31,7,1
41,7,4
5,6,3
29,7,2
36,4,3
32,8,1
29,6,4
15,8,2
44,9,1
30,10,1
10,7,2
34,3,1
21,7,3
18,8,3
26,7,3
31,5,1
35,1,1
27,4,1
46,1,1
20,4,1
44,3,2
13,8,1
41,4,4
49,5,3
15,10,1
15,5,1
42,1,3
41,7,4
50,4,1
42,4,1
49,5,1
41,1,3
39,7,3
9,9,3
5,7,4
11,7,3
45,8,2
32,3,3
44,9,4
34,7,3
25,4,1
22,8,2
34,10,4
26,1,4
25,3,4
18,6,3
26,5,3
40,1,2
10,4,4
36,9,2
49,8,4
33,1,1
23,4,4
49,4,3
47,10,3
35,9,3
32,9,3
27,8,3
24,5,2
12,4,3
12,9,2
17,4,4
22,10,3
11,4,3
19,6,2
24,1,2
22,1,1
40,5,2
45,8,1
5,10,3
35,8,4
26,3,1
21,8,1
9,7,4
9,10,1
14,3,3
10,4,1
40,7,2
38,7,4
33,5,4
24,10,1
44,2,2
45,4,3
47,2,2
20,3,1
15,1,4
33,10,4
23,1,2
23,5,4
9,4,3
45,10,2
32,2,2
46,3,3
14,2,1
15,5,3
33,2,4
49,5,4
22,9,4
33,2,1
32,6,3
6,2,2
48,10,1
48,5,1
16,8,4
22,3,4
45,8,1
35,6,4
26,6,1
15,6,4
49,8,3
47,7,1
34,2,3
21,6,1
30,9,1
47,9,4
31,1,2
38,6,4
45,8,1
18,5,2
23,8,4
12,1,2
50,3,3
40,1,4
10,4,1
34,2,2
36,5,3
31,8,4
20,8,2
29,4,2
9,5,4
26,9,3
5,5,3
42,10,4
14,8,4
27,6,4
34,6,2
49,4,4
19,7,1
25,8,4
29,3,4
7,3,3
11,8,1
38,8,1
14,7,2
9,8,3
26,10,4
46,2,3
48,9,4
25,8,1
44,2,2
45,5,2
10,7,1
45,2,4
15,5,1
7,6,1
23,6,3
32,3,2
38,7,2
15,3,1
44,7,2
36,10,2
19,8,3
34,5,1
34,5,2
9,8,3
42,5,4
49,5,4
24,4,4
35,2,2
29,10,3
41,5,3
6,7,3
5,10,1
43,8,3
19,10,3
19,4,3
48,3,1
45,1,3
33,1,3
13,2,3
25,7,2
17,3,3
38,9,3
15,5,4
23,6,1
34,2,2
19,7,3
10,7,1
21,9,1
34,6,3
42,7,3
11,4,4
6,10,3
44,4,1
45,8,3
46,7,1
13,1,1
24,8,1
11,4,2
29,8,3
47,9,4
42,3,4
46,2,4
44,7,3
7,6,2
33,8,2
28,2,3
39,6,1
30,5,2
12,8,1
47,4,1
8,6,2
13,10,2
9,9,2
42,4,2
26,3,1
22,3,2
39,5,2
12,1,2
5,6,2
42,6,1
16,5,1
13,7,1
9,8,4
28,9,1
33,9,2
44,1,3
34,1,1
35,7,4
48,2,4
50,8,1
10,6,2
9,3,3
44,10,3
29,10,3
34,9,4
11,2,2
32,8,2
31,6,4
30,7,1
25,7,3
47,5,3
14,8,1
10,2,1
32,2,3
13,9,1
42,9,3
47,2,4
27,7,1
23,10,3
27,2,2
14,8,2
11,6,3
12,5,2
32,9,1
43,5,1
16,5,3
26,6,1
16,3,4
9,3,1
10,9,2
29,7,4
26,3,3
24,6,1
8,3,2
44,1,1
22,8,4
36,10,4
31,5,2
37,2,3
32,2,3
48,10,4
38,5,1
19,7,1
5,4,3
18,3,3
23,6,1
5,8,4
16,3,4
39,4,3
9,7,1
32,1,4
9,6,4
41,7,4
23,2,4
6,6,2
44,8,3
10,7,1
20,7,4
38,2,4
24,6,2
26,3,1
37,2,2
27,6,2
20,2,2
21,4,2
43,3,1
16,8,4
41,10,4
48,10,3
45,6,2
33,2,4
33,5,3
42,1,3
37,2,3
34,8,1
8,6,3
9,2,4
34,10,1
33,10,2
25,10,4
37,3,1
33,2,3
50,2,2
7,4,4
33,9,2
28,6,3
29,7,3
48,10,1
45,6,1
26,2,4
23,5,2
26,2,2
27,5,4
13,10,1
24,9,4
46,6,2
47,9,1
46,7,3
6,6,3
16,4,3
36,4,2
13,3,1
23,2,1
47,6,2
43,7,2
15,3,2
33,1,4
28,4,4
44,5,4
19,9,2
24,8,2
28,10,4
34,5,4
37,9,4
15,4,2
21,1,4
28,9,1
50,9,1
23,2,2
22,8,2
32,2,2
33,6,1
31,1,4
37,6,2
29,2,3
19,1,3
11,6,2
13,1,3
35,3,4
33,10,1
10,1,3
18,3,4
12,5,2
24,2,1
20,7,4
9,2,4
43,9,1
45,9,2
50,3,3
32,1,3
20,10,4
16,2,3
9,9,1
29,8,1
45,7,3
21,1,3
9,6,2
47,2,3
13,1,3
39,6,2
48,8,4
45,3,2
9,8,1
23,4,1
17,1,3
24,9,4
39,8,3
7,4,3
27,1,3
22,2,3
32,7,4
29,6,2
36,8,3
38,5,1
32,2,4
43,3,3
25,2,1
25,5,3
33,10,4
15,8,3
33,1,3
44,7,3
45,1,1
47,7,3
37,3,1
14,10,4
7,3,1
20,6,3
29,10,1
43,3,4
28,6,4
9,10,2
38,6,4
25,5,2
12,1,2
36,9,4
40,2,3
21,8,2
44,5,4
17,2,2
9,8,2
50,8,1
48,6,3
50,2,3
24,3,2
28,9,2
12,4,2
20,8,1
28,9,3
34,9,2
44,2,1
24,7,4
38,7,4
41,2,2
25,2,4
34,9,3
13,9,2
13,7,1
12,9,2
24,3,2
25,4,3
38,5,1
21,4,3
13,5,1
37,3,2
15,10,3
41,1,1
10,1,3
46,4,4
44,1,4
45,9,3
46,5,4
20,7,3
34,2,1
15,8,4
35,8,2
26,10,2
25,6,3
30,3,3
37,9,1
25,4,4
12,5,4
20,3,1
8,5,4
44,7,2
15,6,3
17,3,4
37,8,4
24,8,1
10,7,4
20,4,3
8,1,3
36,10,4
23,9,1
11,7,2
21,6,4
28,1,4
8,10,2
28,9,3
9,7,4
40,5,1
13,2,4
28,6,3
14,4,4
37,1,1
7,3,3
35,9,4
14,10,2
25,10,3
15,7,3
42,6,4
50,10,3
35,1,3
26,2,4
42,5,1
43,8,3
46,10,2
8,10,4
15,9,4
14,4,1
41,2,2
6,8,3
31,3,4
49,4,4
37,10,4
8,3,2
40,6,4
38,7,3
16,8,3
39,6,3
44,8,2
20,5,3
19,5,3
50,4,4
25,8,3
40,5,3
12,10,4
30,6,2
23,1,3
50,2,3
33,5,4
18,4,3
40,5,2
11,10,2
20,1,2
45,4,1
11,7,3
50,8,1
48,3,1
40,3,4
46,8,4
46,4,3
25,5,1
10,10,2
39,1,2
31,3,1
30,8,2
23,1,1
24,10,1
26,5,4
46,9,4
13,9,4
22,4,1
26,3,4
46,5,2
5,6,3
41,4,2
44,7,4
37,6,1
30,2,2
13,8,3
20,1,3
29,4,4
22,6,3
42,10,1
21,6,2
8,2,4
24,3,4
48,9,3
49,2,3
28,10,2
19,3,4
14,8,3
31,9,4
39,4,2
48,10,1
38,8,3
9,10,1
8,9,2
41,9,2
15,6,4
12,4,4
10,9,4
8,8,2
37,7,4
41,1,4
48,5,1
30,5,1
18,10,1
7,7,3
49,2,1
9,8,1
23,7,2
13,7,3
29,8,4
29,2,2
46,6,1
16,9,4
38,3,2
5,1,3
34,9,4
39,7,2
20,8,3
14,5,2
12,1,4
44,1,2
18,2,1
43,1,4
43,1,2
7,7,4
19,9,2
8,3,3
19,10,3
41,10,3
20,5,2
47,9,2
31,5,3
8,9,2
45,7,4
8,6,4
38,6,4
31,3,3
29,3,4
20,4,3
50,3,4
8,9,4
31,9,2
29,4,3
18,6,1
33,6,1
39,4,1
22,7,1
9,4,2
35,4,3
24,1,2
17,2,4
20,10,2
30,4,3
23,7,4
39,6,3
21,6,4
34,2,4
25,4,3
25,7,1
41,4,2
6,5,4
23,3,2
26,4,4
41,4,4
40,6,3
36,8,4
15,6,2
13,9,4
16,9,1
38,1,1
47,1,1
31,3,2
9,3,1
18,9,4
28,1,4
47,8,1
5,9,4
5,1,3
39,5,1
37,7,2
11,2,2
20,4,3
27,5,4
10,6,4
34,10,2
49,4,3
48,2,1
10,7,4
29,9,4
8,1,2
10,8,4
46,6,1
38,1,2
18,10,4
22,1,1
48,5,1
16,6,1
18,10,2
50,7,1
24,3,2
41,7,3
29,3,1
37,6,1
11,7,2
9,6,4
25,1,3
33,8,2
27,9,4
32,3,4
10,10,3
20,2,1
22,3,4
50,3,4
25,6,1
10,1,3
33,6,3
11,3,1
16,7,4
40,9,4
11,1,1
27,9,1
43,10,3
29,1,3
31,7,1
40,4,2
48,7,2
13,5,3
22,8,2
9,3,4
22,7,3
35,2,3
21,4,4
43,10,2
34,2,2
24,1,4
26,10,4
26,8,3
32,10,2
24,6,2
35,6,2
30,6,3
49,8,2
25,7,3
30,6,1
41,4,2
48,9,1
34,4,4
23,2,4
48,8,2
45,5,2
21,3,4
29,2,4
43,8,4
39,9,4
39,1,3
49,9,1
11,4,3
15,10,1
41,7,3
32,2,1
11,5,2
37,9,2
33,6,4
34,10,2
27,1,4
11,5,4
10,2,2
27,5,3
34,4,4
27,8,1
33,8,3
9,5,1
50,2,1
26,2,2
20,9,2
40,3,3
40,7,4
19,7,2
16,7,4
6,10,2
33,10,4
29,1,2
18,5,1
41,2,2
28,6,2
34,2,3
47,8,3
43,7,4
42,2,3
27,8,2
48,5,1
48,3,3
12,4,3
12,3,3
49,3,4
31,10,2
41,7,4
16,8,2
40,3,4
23,3,2
25,8,1
27,1,4
13,4,4
40,9,4
31,8,4
50,8,4
15,2,1
19,5,1
22,4,3
15,8,4
40,9,1
41,2,3
39,6,1
33,9,2
32,2,2
24,1,4
21,6,1
33,2,2
18,10,3
50,10,4
15,10,2
18,4,1
41,6,3
43,9,2
25,5,3
41,5,1
13,7,1
22,3,2
20,3,3
20,7,4
14,10,3
45,7,4
33,2,1
30,9,3
49,6,4
36,6,1
10,8,3
9,9,4
18,7,2
36,5,3
23,6,2
41,8,3
48,1,1
11,8,1
12,3,4
34,1,4
17,3,3
15,5,1
46,6,3
10,6,2
8,7,3
49,4,4
46,2,1
5,4,4
9,3,2
38,8,1
5,6,1
32,3,4
9,4,4
10,2,1
25,6,3
13,7,2
46,3,1
38,10,1
44,3,4
27,4,2
31,10,4
18,2,1
13,2,4
27,7,3
13,4,3
46,2,2
40,10,3
49,1,3
18,9,2
30,5,1
20,8,4
12,4,4
45,10,1
38,1,3
25,3,4
41,7,3
39,3,4
9,1,1
5,5,2
7,1,4
37,5,4
32,7,1
45,9,2
22,2,3
10,9,2
14,9,3
30,10,1
24,7,2
8,4,1
32,2,4
44,10,1
24,3,1
5,3,1
15,8,3
38,9,3
15,6,2
22,2,1
26,7,3
38,2,3
50,10,1
36,8,3
8,8,2
28,3,3
11,10,1
19,9,1
7,1,2
7,8,3
29,3,2
7,9,4
19,6,2
31,6,3
9,10,3
12,9,1
16,4,1
30,2,4
23,5,3
10,9,4
5,6,2
23,10,3
44,4,4
28,10,4
17,9,2
14,1,4
6,4,3
45,1,3
5,7,3
11,4,2
31,8,1
14,5,1
7,4,4
49,6,4
10,10,1
37,3,4
9,10,1
32,3,2
23,5,3
30,6,3
