100
18,6,1
10,7,1
27,6,3
7,8,1
29,2,3
45,10,3
41,4,1
7,4,3
10,4,1
29,5,4
45,6,2
28,6,2
47,5,1
43,3,2
15,8,4
22,9,2
48,6,1
19,1,3
30,5,1
18,10,3
18,8,4
46,8,2
21,3,2
40,9,3
42,7,4
28,4,2
37,8,1
8,2,2
45,3,4
43,2,4
29,10,4
38,5,1
48,2,3
46,6,1
23,7,2
34,1,3
37,3,1
45,5,2
14,6,2
39,9,1
43,6,4
6,2,3
24,4,1
20,10,1
10,8,1
39,3,2
47,8,2
21,9,4
18,9,2
50,5,4
47,6,4
38,8,1
20,4,1
26,1,2
42,4,1
9,1,2
9,1,3
9,9,2
22,8,2
39,3,4
20,8,4
17,2,1
47,7,3
32,7,4
8,2,1
30,6,1
20,4,2
39,8,2
32,3,3
34,4,1
33,9,1
8,9,1
10,4,2
31,8,4
18,7,1
15,7,1
29,5,4
23,7,4
14,4,3
18,1,1
25,1,1
42,8,2
8,9,1
16,2,1
48,4,4
12,10,2
42,10,1
44,2,4
47,10,3
21,4,3
20,5,4
13,5,4
25,2,1
34,10,1
9,9,2
37,5,2
27,2,2
28,5,2
33,9,3
44,9,1
